WALIS U-Series ID,Is this datapoint public?,Material type,Details on dated material,Type of spectrometry,Reference(s),IGSN,Sample ID,Analysis ID,Reported ID,Date of analysis,Accepted?,Reason for rejection,Screening,Latitude (decimal degrees),Longitude (decimal degrees),Reported Latitude,Reported Longitude,Are Lat/Long estimated?,Comments on geographic coordinates,Original elevation datum used,Elevation measurement method,Reported elevation (m),Reported elevation uncertainty (m),Elevation above MSL (m),Elevation uncertainty used (m),Elevation comments,Terrace ID,Facies description,Reported as in situ?,Reported as in growth position?,Taxa information (as reported),Family,Genus,Species,Pa/Th age?,14C age?,Instrument,Decay constants,Comments on decay constants,Calibration method for 230Th/238U ratio,Calibration method for 234U/238U ratio,Comments on spike calibration,Published % calcite,Interpreted % calcite,[230Th/232Th]ACT backcalculated?,[232Th/238U]ACT backcalculated?,[230Th/238U]ACT backcalculated?,[234Th/238U]ACT backcalculated?,[232Th] (ppb),[232Th] (ppb) uncertainty (±2σ),[238U] (ppm),[238U] (ppm) uncertainty (±2σ),Atomic ratio (232Th/238U)*10^5,Initial 230Th/232Th,[230Th/232Th]ACT,[230Th/232Th]ACT uncertainty (±2σ),[232Th/238U]ACT,[232Th/238U]ACT uncertainty (±2σ),[230Th/234U]ACT,[230Th/234U]ACT uncertainty (±2σ),Reference material name for 230Th/238U,Reference material name for 234U/238U,Correction factor for 230Th/238U,Correction factor for 230Th/238U uncertainty (±2σ),Correction factor for 234U/238U,Correction factor for 234U/238U uncertainty (±2σ),Comments,Recalculated [230Th/238U]ACT,Recalculated [230Th/238U]ACT uncertainty (±2σ),Recalculated [234U/238U]ACT,Recalculated [234U/238U]ACT uncertainty (±2σ),Age is Older/Equal/Younger than,Marine Isotopic Stage,Age determination,Record created by,Record updated by,Last Update
3193,1,Mollusk or algae,,Alpha,"Brückner, 1986
 Cerrone et al., 2021",,BR86-004,BR86-004-001,MA-13b,,Yes,,,35.514598,-5.159386,,,Yes,,Mean Sea Level / General definition,Metered tape or rod,3,0.6,N/A,N/A,,,,,,,Ostrea,,,,,Not reported,No Info,,SE,SE,,,,no,no,no,no,0.022,0.007,1.,0.02,,,,,,,0.55,0.02,,,,,,,,,,,,Equal to,MIS 5a,,Ciro Cerrone,Ciro Cerrone,2021-06-23 20:33:21
3196,1,Mollusk or algae,,Alpha,"Brückner, 1986
 Cerrone et al., 2021",,BR86-005,BR86-005-001,MA-1b,,Yes,,,35.227333,-3.211035,,,Yes,,Mean Sea Level / General definition,Metered tape or rod,5,1,N/A,N/A,,,,,,,,,,,,Not reported,No Info,,SE,SE,,,,no,no,no,no,0.007,0.002,0.244,0.009,,,,,,,0.55,0.02,,,,,,,,,,,,Equal to,MIS 5e,,Ciro Cerrone,Ciro Cerrone,2021-06-23 16:33:08
3202,1,Mollusk or algae,,Alpha,"Brückner, 1986",,BR86-006,BR86-006-001,E-58(a),,N/A,,,40.899511,0.822442,,,Yes,Coordinates are approximate, ,Not reported,N/A,N/A,,,,,,,,,,,,,,Not reported,No Info,,SE,SE,,,,,,,,1.2,5,0.077,0.005,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,Age reported is 105 to 165 ka,Alessio Rovere,Alessio Rovere,2021-06-24 17:05:44
3197,1,Mollusk or algae,,Alpha,"Brückner, 1986
 Cerrone et al., 2021",,BR86-008,BR86-008-001,MA-2a,,Yes,,,35.227333,-3.211035,,,Yes,,Mean Sea Level / General definition,Metered tape or rod,3.75,0.75,N/A,N/A,,,,,,,,,,,,Not reported,No Info,,SE,SE,,,,no,no,no,no,0.02,0.008,0.308,0.022,,,,,,,0.54,0.04,,,,,,,,,,,,Equal to,MIS 5a,,Ciro Cerrone,Ciro Cerrone,2021-06-23 17:09:16
3198,1,Mollusk or algae,,Alpha,"Brückner, 1986
 Cerrone et al., 2021",,BR86-009,BR86-009-001,MA-2b,,Yes,,,35.227333,-3.211035,,,Yes,,Mean Sea Level / General definition,Metered tape or rod,3.75,0.75,N/A,N/A,,,,,,,,,,,,Not reported,No Info,,SE,SE,,,,no,no,no,no,0.02,0.005,0.35,0.01,,,,,,,0.50,0.02,,,,,,,,,,,,Equal to,MIS 5a,,Ciro Cerrone,Ciro Cerrone,2021-06-23 17:11:25
3199,1,Mollusk or algae,,Alpha,"Brückner, 1986
 Cerrone et al., 2021",,BR86-010,BR86-010-001,MA-3b,,Yes,,,35.225917,-3.209594,,,Yes,,Mean Sea Level / General definition,Metered tape or rod,5,1,N/A,N/A,,,,,,,,,,,,Not reported,No Info,,SE,SE,,,,no,no,no,no,0.04,0.02,0.405,0.01,,,,,,,0.04,0.02,,,,,,,,,,,,Equal to,MIS 5e,,Ciro Cerrone,Ciro Cerrone,2021-06-23 17:19:23
579,1,Mollusk or algae,,Alpha,"Bujalesky and Isla, 2006
 Bujalesky et al., 2001
 Bujalesky, 2007
 Gowan et al., 2021",,BU01-001,BU01-001-001,U 631,,Yes,,,-53.501514,-68.094380,,,Yes,,Mean Sea Level / General definition,Differential GPS,14.337,0,10.8,1.5,"The description simply says ""satellite positioning"", but given that they used the services of the Rio Grande Astronomical Station, I assume that they were using differential GPS for the measurement. No error is stated, and it is likely that the elevation was not the elevation that the sample came from. In Rutter et al, they state that shells were found 2-5 m below the surface. We use these values for the elevation, with the assumption that Bjujalesky et al measured the top of the deposit.",,Described as beach gravels with fragmented bivalves,No,No,,,,,No,No,Not reported,No Info,,SE,SE,,,,,,no,no,,,0.602,0.011,,,87.8,6.29,,,0.549,0.012,,,,,,,,,,,,Equal to,MIS 5,82 +-2.5 ka,Evan Gowan,,2020-03-11 04:25:09
1932,1,Mollusk or algae,,Mass spectrometer,"Dai Pra & Hearty, 1988
 Cerrone et al., 2021",,DA88-007,DA88-007-001,N/A,,Yes,,,40.079830,18.007961,,,Yes,,Mean Sea Level / General definition,Metered tape or rod,2,N/A,,,,,,,,,,Strombus,bubonius,,,Not reported,No Info,,SE,SE,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5e,Reported age is 115+/-11 ka,Ciro Cerrone,Ciro Cerrone,2021-01-14 14:32:59
1719,1,Mollusk or algae,Oysters,Mass spectrometer,"Dubar et al., 2008
 Cerrone et al., 2021",,DU08-001,DU08-001-001,OS-1,,Yes,,,43.650000,7.150000,,,No,,NGF,Differential GPS,16,1,N/A,N/A,,,Marine/beach deposit with Ostrea lamellosa,Not Reported,,,,Ostrea,lamellosa,No,No,TIMS,No Info,,SE,SE,,,,,,,,1036,2,0.720,0.3,,,3,0.12,,,,,,,,,,,,,,,,Equal to,MIS 5e,"This evolution model implies gain and/or loss percentages in U and/or Th (by thousand of years and relative to the total amount of element present at a given time) ranging from 0 to respectively 7.7% for U gain, 1.7% for U loss, and 0.77% for Th (there is no Th loss).

This model fits reasonably the data except for one point for which the initial detrital component was probably higher than for the five other points. Certainly, other parameters could be also compatible with the measured activity ratios. Nevertheless, it is worth noting that our data obtained on the bivalve shell remain compatible with a Tyrrhenian age.",Matteo Vacchi,Matteo Vacchi,2020-12-16 12:34:20
1720,1,Mollusk or algae,Oysters,Mass spectrometer,"Dubar et al., 2008
 Cerrone et al., 2021",,DU08-002,DU08-002-001,OS-2,,Yes,,,43.650000,7.150000,,,No,,NGF,Differential GPS,16,1,N/A,N/A,,,Marine/beach deposit with Ostrea lamellosa,Not Reported,,,,Ostrea,lamellosa,No,No,TIMS,No Info,,SE,SE,,,,,,,,866,21,1.380,0.3,,,6.399,0.31,,,,,,,,,,,,,,,,Equal to,MIS 5e,"This evolution model implies gain and/or loss percentages in U and/or Th (by thousand of years and relative to the total amount of element present at a given time) ranging from 0 to respectively 7.7% for U gain, 1.7% for U loss, and 0.77% for Th (there is no Th loss).\r\nThis model fits reasonably the data except for one point for which the initial detrital component was probably higher than for the five other points. Certainly, other parameters could be also compatible with the\r\nmeasured activity ratios. Nevertheless, it is worth noting that our data obtained on the bivalve shell remain compatible with a Tyrrhenian age.",Matteo Vacchi,Matteo Vacchi,2020-12-16 12:35:32
1721,1,Mollusk or algae,Oysters,Mass spectrometer,"Dubar et al., 2008
 Cerrone et al., 2021",,DU08-03,DU08-03-001,OS-3,,Yes,,,43.650000,7.150000,,,No,,NGF,Differential GPS,16,1,N/A,N/A,,,Marine/beach deposit with Ostrea lamellosa,Not Reported,,,,Ostrea,lamellosa,No,No,TIMS,No Info,,SE,SE,,,,,,,,801,5,2.774,0.9,,,13.222,0.57,,,,,,,,,,,,,,,,Equal to,MIS 5e,"This evolution model implies gain and/or loss percentages in U and/or Th (by thousand of years and relative to the total amount of element present at a given time) ranging from 0 to respectively 7.7% for U gain, 1.7% for U loss, and 0.77% for Th (there is no Th loss).\r\nThis model fits reasonably the data except for one point for which the initial detrital component was probably higher than for the five other points. Certainly, other parameters could be also compatible with the\r\nmeasured activity ratios. Nevertheless, it is worth noting that our data obtained on the bivalve shell remain compatible with a Tyrrhenian age.",Matteo Vacchi,Matteo Vacchi,2020-12-16 12:35:46
1722,1,Mollusk or algae,Oysters,Mass spectrometer,"Dubar et al., 2008
 Cerrone et al., 2021",,DU08-04,DU08-04-001,OS-4,,Yes,,,43.650000,7.150000,,,No,,NGF,Differential GPS,16,1,N/A,N/A,,,Marine/beach deposit with Ostrea lamellosa,Not Reported,,,,Ostrea,lamellosa,No,No,TIMS,No Info,,SE,SE,,,,,,,,513,,1.206,0.7,,,9.389,0.43,,,,,,,,,,,,,,,,Equal to,MIS 5e,"This evolution model implies gain and/or loss percentages in U and/or Th (by thousand of years and relative to the total amount of element present at a given time) ranging from 0 to respectively 7.7% for U gain, 1.7% for U loss, and 0.77% for Th (there is no Th loss).\r\nThis model fits reasonably the data except for one point for which the initial detrital component was probably higher than for the five other points. Certainly, other parameters could be also compatible with the\r\nmeasured activity ratios. Nevertheless, it is worth noting that our data obtained on the bivalve shell remain compatible with a Tyrrhenian age.",Matteo Vacchi,Matteo Vacchi,2020-12-16 12:35:57
1723,1,Mollusk or algae,Oysters,Mass spectrometer,"Dubar et al., 2008
 Cerrone et al., 2021",,DU08-05,DU08-05-001,OS-5,,Yes,,,43.650000,7.150000,,,No,,NGF,Differential GPS,16,1,N/A,N/A,,,Marine/beach deposit with Ostrea lamellosa,Not Reported,,,,Ostrea,lamellosa,No,No,TIMS,No Info,,SE,SE,,,,,,,,526,1,1.930,0.7,,,13.526,0.53,,,,,,,,,,,,,,,,Equal to,MIS 5e,"This evolution model implies gain and/or loss percentages in U and/or Th (by thousand of years and relative to the total amount of element present at a given time) ranging from 0 to respectively 7.7% for U gain, 1.7% for U loss, and 0.77% for Th (there is no Th loss).\\r\\nThis model fits reasonably the data except for one point for which the initial detrital component was probably higher than for the five other points. Certainly, other parameters could be also compatible with the\\r\\nmeasured activity ratios. Nevertheless, it is worth noting that our data obtained on the bivalve shell remain compatible with a Tyrrhenian age.",Matteo Vacchi,Matteo Vacchi,2020-12-16 12:36:08
1724,1,Mollusk or algae,Oysters,Mass spectrometer,"Dubar et al., 2008
 Cerrone et al., 2021",,DU08-06,DU08-06-001,OS-6,,Yes,,,43.650000,7.150000,,,No,,NGF,Differential GPS,16,1,N/A,N/A,,,Marine/beach deposit with Ostrea lamellosa,Not Reported,,,,Ostrea,lamellosa,No,No,TIMS,No Info,,SE,SE,,,,,,,,317,1,3.456,0.11,,,39.27,0.20,,,,,,,,,,,,,,,,Equal to,MIS 5e,"This evolution model implies gain and/or loss percentages in U and/or Th (by thousand of years and relative to the total amount of element present at a given time) ranging from 0 to respectively 7.7% for U gain, 1.7% for U loss, and 0.77% for Th (there is no Th loss).\r\nThis model fits reasonably the data except for one point for which the initial detrital component was probably higher than for the five other points. Certainly, other parameters could be also compatible with the\r\nmeasured activity ratios. Nevertheless, it is worth noting that our data obtained on the bivalve shell remain compatible with a Tyrrhenian age.",Matteo Vacchi,Matteo Vacchi,2020-12-16 12:36:25
1725,1,Mollusk or algae,Marine shell Retinella herculeus,Mass spectrometer,"Dubar et al., 2008
 Cerrone et al., 2021",,DU08-07,DU08-07-001,SP-1,,Yes,,,43.690000,7.240000,,,No,,NGF,Differential GPS,10,1,N/A,N/A,,,Marine/beach deposit with Retinella herculeus,Not Reported,,,,Retinella ,herculeus,No,No,TIMS,No Info,,SE,SE,,,,,,,,136,2,0.935,0.2,,,27.29,0.10,,,,,,,,,,,,,,,,Equal to,MIS 5e,"The calculations, derived from the Isoplot program lead to an age that is similar to that found from 232Th-normalized isochrons, but with a higher uncertainty: 129 +- 30 ky.",Matteo Vacchi,Matteo Vacchi,2020-04-28 08:59:52
1726,1,Mollusk or algae,Marine shell Retinella herculeus,Mass spectrometer,"Dubar et al., 2008
 Cerrone et al., 2021",,DU08-08,DU08-08-001,SP-2,,Yes,,,43.690000,7.240000,,,No,,NGF,Differential GPS,10,1,N/A,N/A,,,Marine/beach deposit with Retinella herculeus,Not Reported,,,,Retinella ,herculeus,No,No,TIMS,No Info,,SE,SE,,,,,,,,50.1,3,1.521,0.3,,,27.29,0.10,,,,,,,,,,,,,,,,Equal to,MIS 5e,"The calculations, derived from the Isoplot program lead to an age that is similar to that found from 232Th-normalized isochrons, but with a higher uncertainty: 129 +- 30 ky.",Matteo Vacchi,Matteo Vacchi,2020-04-28 15:50:07
1727,1,Mollusk or algae,Marine shell Retinella herculeus,Mass spectrometer,"Dubar et al., 2008
 Cerrone et al., 2021",,DU08-09,DU08-09-001,SP-3,,Yes,,,43.690000,7.240000,,,No,,NGF,Differential GPS,10,1,N/A,N/A,,,Marine/beach deposit with Retinella herculeus,Not Reported,,,,Retinella ,herculeus,No,No,TIMS,No Info,,SE,SE,,,,,,,,57.4,5,1.55,0.6,,,104.3,0.64,,,,,,,,,,,,,,,,Equal to,MIS 5e,"The calculations, derived from the Isoplot program lead to an age that is similar to that found from 232Th-normalized isochrons, but with a higher uncertainty: 129 +- 30 ky.",Matteo Vacchi,WALIS Admin,2020-04-28 15:49:49
1728,1,Mollusk or algae,Marine shell Retinella herculeus,Mass spectrometer,"Dubar et al., 2008
 Cerrone et al., 2021",,DU08-10,DU08-10-001,SP-4,,Yes,,,43.690000,7.240000,,,No,,NGF,Differential GPS,10,1,N/A,N/A,,,Marine/beach deposit with Retinella herculeus,Not Reported,,,,Retinella ,herculeus,No,No,TIMS,No Info,,SE,SE,,,,,,,,99.1,3,1.549,0.7,,,59.39,0.28,,,,,,,,,,,,,,,,Equal to,MIS 5e,"The calculations, derived from the Isoplot program lead to an age that is similar to that found from 232Th-normalized isochrons, but with a higher uncertainty: 129 +- 30 ky.",Matteo Vacchi,Matteo Vacchi,2020-12-16 12:36:44
2943,1,Mollusk or algae,,Alpha,"El Abdellaoui et al., 2016
 Cerrone et al., 2021",,EL16-005,EL16-005-001,S5-(B),,No,,,35.832722,5.633528,,,Yes,,Mean Sea Level / General definition,Metered tape or rod,15,0.5,N/A,N/A,,,,,,,,Lithothamnion calcareum algae,,,,Not reported,No Info,,SE,SE,,,,no,no,no,no,,,1.1368,0.0079,,,36.699,0.764,,,0.56060,0.01183,,,,,,,,,,,,Equal to,MIS 5,,Ciro Cerrone,Ciro Cerrone,2021-01-06 15:15:41
793,1,Mollusk or algae,,Alpha,"Giresse et al., 1984
 Cooper and Green, 2020",,GI84-002,GI84-00-001,AN57-2,,Yes,,,-12.620277,13.243611,,,Yes,,Not reported,Not reported,10-12,N/A,N/A,N/A,,,,,,,,,,Yes,,Not reported,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,"Th date = 107+/- 6 ka

Pa date = 136+28, -17

Dates rated ""acceptable"" by authors",Andrew Cooper,WALIS Admin,2020-12-16 11:01:49
792,1,Mollusk or algae,,Alpha,"Giresse et al., 1984
 Cooper and Green, 2020",,GI84-001,GI84-001-001,AN57-1,,Yes,,,-12.620277,13.243611,,,Yes,,Not reported,Not reported,10-12,N/A,N/A,N/A,,,,,,,,,,Yes,,Not reported,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,"Th Age is 92+/-3 ka

Pa age is 91+/-6 ka",Andrew Cooper,WALIS Admin,2020-12-16 11:01:12
794,1,Mollusk or algae,,Alpha,"Giresse et al., 1984
 Cooper and Green, 2020",,GI84-003,GI84-003-001,AN40-2,,Yes,,,-15.133055,12.154722,,,Yes,,Not reported,Not reported,15,N/A,N/A,N/A,,,,,,,,,,,,Not reported,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,"Th age = 133 +/- 10 ka

Pa Age = 174 +x - 80",Andrew Cooper,WALIS Admin,2020-12-16 11:02:09
1975,1,Mollusk or algae,,Mass spectrometer,"Goy et al., 2006
 Cerrone et al., 2021",,GO06-001,GO06-001-001,MP02-7,,Yes,,,38.163533,-0.631381,,,Yes,Estimated on Google Maps from publication map,Not reported,Not reported,N/A,N/A,,,,,,Not Stated,Not Stated,,,Strombus,bubonius,,,TIMS,No Info,,SE,SE,,,,,,,,4706,46,0.7280,0.045,,,,,,,0.596,0.007,,,,,,,,,,,,Equal to,MIS 5,,Alessio Rovere,WALIS Admin,2021-01-12 12:25:30
1976,1,Mollusk or algae,,Mass spectrometer,"Goy et al., 2006
 Cerrone et al., 2021",,GO06-002,GO06-001-002,MP02-6,,Yes,,,38.163533,-0.631381,,,Yes,Estimated on Google Maps from publication map,Not reported,Not reported,N/A,N/A,,,,,,Not Stated,Not Stated,,,Strombus,bubonius,,,TIMS,No Info,,SE,SE,,,,,,,,3760,50,0.3157,0.022,,,,,,,0.694,0.013,,,,,,,,,,,,Equal to,MIS 5e,,Alessio Rovere,WALIS Admin,2021-01-12 12:23:25
1979,1,Mollusk or algae,Glycymeris,Alpha,"Hoang and Hearty, 1989
 Cerrone et al., 2021",,HO89-001,HO89-001-001,4878A,,N/A,,,39.497035,2.745646,,,Yes,,Not reported,Not reported,N/A,N/A,,,,,Sandy deposit with shells,,,,,Glycymeris,violacescens,,,Not reported,No Info,,SE,SE,,1.5,,,,,,,,0.508,0.015,,,,,,,0.658,0.022,,,,,,,,,,,,Equal to,MIS 5e,Reported 112 +/- 7 ka,Alessio Rovere,,2020-06-24 10:26:31
1980,1,Mollusk or algae,Glycymeris,Alpha,"Hoang and Hearty, 1989
 Cerrone et al., 2021",,HO89-002,HO89-002-001,4878B,,N/A,,,39.497035,2.745646,,,Yes,,Not reported,Not reported,N/A,N/A,,,,,Sandy deposit with shells,,,,,Glycymeris,violacescens,,,Not reported,No Info,,SE,SE,,<1,,,,,,,,1.066,0.033,,,,,,,0.626,0.022,,,,,,,,,,,,Equal to,MIS 5e,Reported 102 +/- 7 ka,Alessio Rovere,,2020-06-24 10:27:44
1981,1,Mollusk or algae,Glycymeris,Alpha,"Hoang and Hearty, 1989
 Cerrone et al., 2021",,HO89-003,HO89-003-001,4878C,,N/A,,,39.497035,2.745646,,,Yes,,Not reported,Not reported,N/A,N/A,,,,,Sandy deposit with shells,,,,,Glycymeris,violacescens,,,Not reported,No Info,,SE,SE,,<1,,,,,,,,0.488,0.017,,,,,,,0.729,0.033,,,,,,,,,,,,Equal to,MIS 5e,Reported 135 +14 / -10 ka,Alessio Rovere,,2020-06-24 10:28:56
1969,1,Mollusk or algae,Red algae,Alpha,"Iannace et al., 2001
 Cerrone et al., 2021",,IA01-001,IA01-001-001,Canna-2,,Yes,,,40.243975,14.909261,,,Yes,,Mean Sea Level / General definition,Metered tape or rod,4.5,0.5,N/A,N/A,,,,,,The U-series dating has been performed on calcareous algae ( Lithophyllum sp and Melobesia sp),,,,,,Not reported,No Info,,SE,SE,,<3,,no,no,no,no,,,1.48,0.03,,,35,1,,,0.62,0.02,,,,,,,,,,,,Equal to,MIS 5c,The reported age is 102 + -4,Ciro Cerrone,Ciro Cerrone,2020-06-11 09:33:19
1897,1,Mollusk or algae,,Mass spectrometer,"Isla and Angulo, 2016
 Isla et al., 2000
 Gowan et al., 2021",,IS00-001,IS00-001-001,IS00,,Yes,,,-38.856389,-60.021111,,,No,,Not reported,Not reported,7,0,7,1.4,"Samples taken from a beach deposit, with a stated altitude of 7 m. The uncertainty is 20% of the stated elevation (1.4 m)",,Beach deposits,Not Stated,Not Stated,,,,Tegula patagonica,No,No,Not reported,No Info,,SE,SE,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,93.5+62 -3.5 ka,Evan Gowan,Evan Gowan,2020-05-15 06:35:39
2375,1,Mollusk or algae,,Alpha,"Ku and Kern, 1974
 Thompson and Creveling, 2021",,KK74-001,KK74-001-001,Ku and Kern loc. 2523 1,,Yes,,,32.6665998,-117.2450869,,,Yes,Coordinates were determined by locating sites given on a publication map., ,"dGPS, hand level and tape",6,,,,,Bird Rock,,,,Fissurella volcano,Fissurellidae,Fissurella,Fissurella volcano,No,No,Not reported,,,,,,,,,,,,,,2.03,0.09,,,2.35,0.1,,,0.68,0.04,,,,,,,,,,,,Equal to,MIS 5,Age = 120+/-10,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:24:05
2376,1,Mollusk or algae,,Alpha,"Ku and Kern, 1974
 Thompson and Creveling, 2021",,KK74-002,KK74-002-001,Ku and Kern loc. 2523 2,,Yes,,,32.6665998,-117.2450869,,,Yes,Coordinates were determined by locating sites given on a publication map., ,"dGPS, hand level and tape",6,,,,,Bird Rock,,,,Olivella biplicata,Olivellidae ,Olivella,Olivella biplicata,No,No,Not reported,,,,,,,,,,,,,,5.19,0.15,,,24.9,1.6,,,0.61,0.03,,,,,,,,,,,,Equal to,MIS 5,Age = 100+/-6,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:24:05
2917,1,Mollusk or algae,,Alpha,"Major et al., 2013
 Maxwell et al., 2021",,MA13-015,MA13-015-001,Lau-16,,Yes,,,-8.344075,126.934532,,,No,Coordinates for sample Lau-16 are from Cox (2009).,Mean Sea Level / General definition,Differential GPS,60.15,0.5,,,"Elevation measurements for Lau-16 are described in detail in Cox (2009). ""Altitudes are measured using a Trimble Pro XRF receiver with OmniSTAR satellite real time DGPS. Horizontal precision was < 1 cm and vertical precision was < 1 m when compared to local benchmarks.""",Terrace V of Lautem profile,The sample is taken from an elevation of 60m (Terrace V). Terrace V has an outer margin at 60 m asl and an inner margin at 64 m asl. Just below the outer margin are Tridacna shells in growth position. The surface of this terrace is dominated by a red soil overlying a matrix-supported limestone pebble conglomerate that transitions landward to more of a limestone than conglomerate.,Yes,Yes,,,Tridacna,,,,Alpha counting,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5e,"""The other, significantly older sample (Lau-16) from East Timor yields an age of 125,100 ± 9100 (1sd), which falls within the already established age of the terrace where it was sampled (118–128 ka).""",Kathrine Maxwell,Kathrine Maxwell,2021-02-23 14:33:18
3316,1,Mollusk or algae,mollusc shell,Alpha,"Miller et al., 1977",,MI77-001,MI77-001-001,N/A,,Yes,,,70.595906,-68.412895,,,Yes,"The coordinates are from Profile 9 in the paper, the actual outcrop where the sample was taken is from a nearby location.",Mean Sea Level / General definition,Not reported,10,N/A,10,2,"Elevation stated to be ""about 10 m"". No details on measurements were given. We use an uncertainty of 20% of the stated elevation.",,Described as a sand unit with abundant mollusc fossils.,Not Stated,Not Stated,,,,,,,Not reported,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,"The age was reported as 130 ka, which is consistent with a MIS 5 assignment. Analysis of pollen from this unit suggests a warmer than present condition due to the presence of abundant Betula pollen, a species that is not found in the area now.",Evan Gowan,,2021-09-13 07:52:47
2401,1,Mollusk or algae,,Not Reported,"Normand et al., 2019
 Thompson and Creveling, 2021",,NR19-001,NR19-001-001,RN15-90,,Yes,,,25.2567922,60.80393,,,Yes,Cooridnates are taken from publication maps included in the reporting paper., ,"dGPS, hand level and tape",12,Not reported,,,,T1,,,,,,,,No ,Yes,Not reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,Age = 57.27 +/- 0.69,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:24:05
2008,1,Mollusk or algae,marine mollusk shells,Alpha,"Ortlieb et al., 1996
 Freisleben et al., 2021",,OR96-001,OR96-001-001,C92-10,,N/A,,,-22.848115,-70.296059,,,,,Not reported,Not reported,18,N/A,,,,,,,,,,,Protothaca thaca and Eurhomalea rufa,,,Alpha counting,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5e,,Roland Freisleben,,2020-09-22 12:25:24
580,1,Mollusk or algae,,Mass spectrometer,"Pappalardo et al., 2015
 Gowan et al., 2021",,PA15-001,PA15-001-001,WP 64A(3),,Yes,,,-44.693517,-65.674767,,,No,,High Tide Level,Barometric altimeter,5,1,7.5,1.5,"The coordinates were originally referenced to high tide level. The difference between mean and high tide at Camarones is 2.5 m, according to the Servicio de Hidrografía Naval, so we add this amount to get the elevation. The elevation was measured using an altimeter associated with a GPS (Garmin 60CSx). The uncertainty we use is 20% of the reported elevation combined with the tidal correction to mean sea level (1.5 m).",,Disarticulated and closed valve shells within what was interpreted to be a storm deposit.,No,No,,,,Protothaca antiqua,No,No,MC-ICP-MS,No Info,"234U: 2.835x10^-6

230Th: 9.195x10^-6",SE,SE,229Th/ 230 Th spike ~ 1582 and 233 U/ 234 U spike ~ 271.3,,,,,,,,,,,,,,,,,,,Harwell Uraninite,,,,0.99883,0.00025,,,,,,Equal to,MIS 5,121+-0.9 ka,Evan Gowan,Evan Gowan,2020-03-13 02:45:20
581,1,Mollusk or algae,,Mass spectrometer,"Pappalardo et al., 2015
 Gowan et al., 2021",,PA15-002,PA15-002-001,WP 65(1),,Yes,,,-44.693850,-65.673883,,,No,,High Tide Level,Barometric altimeter,5,1,7.5,1.5,"The coordinates were originally referenced to high tide level. The difference between mean and high tide at Camarones is 2.5 m, according to the Servicio de Hidrografía Naval, so we add this amount to get the elevation. The elevation was measured using an altimeter associated with a GPS (Garmin 60CSx). The uncertainty we use is 20% of the reported elevation combined with the tidal correction to mean sea level (1.5 m).",,From a quarry in a beach ridge. Shells possibly in living position near the basal part of a well sorted gravel with coarse sanding matrix alternating with more sorted beds. ,Uncertain,Uncertain,,,,Protothaca antiqua,No,No,MC-ICP-MS,No Info,"234U: 2.835x10^-6

230Th: 9.195x10^-6",SE,SE,229Th/ 230 Th spike ~ 1582 and 233 U/ 234 U spike ~ 271.3,,,,,,,,,,,,,,,,,,,Harwell Uraninite,,,,0.99883,0.00025,,,,,,Equal to,MIS 5,130+-2.5 ka,Evan Gowan,Evan Gowan,2020-03-13 02:44:56
582,1,Mollusk or algae,,Mass spectrometer,"Pappalardo et al., 2015
 Gowan et al., 2021",,PA15-003,PA15-003-001,WP 68(1),,Yes,,,-44.681500,-65.667633,,,No,,High Tide Level,Barometric altimeter,5,1,7.5,1.5,"The coordinates were originally referenced to high tide level. The difference between mean and high tide at Camarones is 2.5 m, according to the Servicio de Hidrografía Naval, so we add this amount to get the elevation. The elevation was measured using an altimeter associated with a GPS (Garmin 60CSx). The uncertainty we use is 20% of the reported elevation combined with the tidal correction to mean sea level (1.5 m).",,"From a beach ridge deposit, where they said the facies was the same as another site (see PA15-002-001). That description is: shells possibly in living position near the basal part of a well sorted gravel with coarse sanding matrix alternating with more sorted beds. ",Uncertain,Uncertain,,,,Protothaca antiqua,No,No,MC-ICP-MS,No Info,"234U: 2.835x10^-6

230Th: 9.195x10^-6",SE,SE,229Th/ 230 Th spike ~ 1582 and 233 U/ 234 U spike ~ 271.3,,,,,,,,,,,,,,,,,,,Harwell Uraninite,,,,0.99883,0.00025,,,,,,Equal to,MIS 5,131+-1.1 ka,Evan Gowan,Evan Gowan,2020-03-13 02:48:39
