WALIS AAR ID,Is this datapoint public?,Reference(s),IGSN,Sample ID,Analysis ID,Reported ID,Date of analysis,Laboratory name,Sample Type,Taxonomy,Sample position,Whole-Rock?,Grain Size (μm),Carbonate (%),Fraction (μm),Notes and comments on sample quality,Collection Context,Depth of burial (m),Accepted?,Reason for rejection,Reported Latitude,Reported Longitude,Latitude (decimal degrees),Longitude (decimal degrees),Are Lat/Long estimated?,Original elevation datum used,Elevation measurement method,Reported elevation (m),Reported elevation uncertainty (m),Elevation above MSL (m),Elevation uncertainty used (m),Elevation comments,Age is Older/Equal/Younger than,Marine Isotopic Stage,Comments/details on MIS designation,Reported age (ka),Reported age uncertainty (±2σ) (ka),Current Annual Mean Temperature (°C),Preparation procedure,Method of chromatography,Stationary phase of the column,Number of replicates (samples),Number of sample replicates (injections),Ratio type,Pyrolysis experiment available,Level of uncertainty,Aspartic,Aspartic uncertainty,Glutamic,Glutamic uncertainty,Serine,Serine uncertainty,Alanine,Alanine uncertainty,Valine,Valine uncertainty,*A/I,*A/I uncertainty,Leucine,Leucine uncertainty,Notes/Comments,Independent age constraints available?,Calibration data available?,Are free AAR ratios available?,Level of uncertainty free AAR,Aspartic (free AAR),Aspartic uncertainty (free AAR),Glutamic (free AAR),Glutamic uncertainty (free AAR),Serine (free AAR),Serine uncertainty (free AAR),Alanine (free AAR),Alanine uncertainty (free AAR),Valine (free AAR),Valine uncertainty (free AAR),*A/I (free AAR),*A/I uncertainty (free AAR),Leucine (free AAR),Leucine uncertainty (free AAR),Notes/Comments free AAR,Calibration method,Amino Acid age equation,Calibration laboratory,Calibration laboratory ID,Calibration reference,Calibration D/L value,Calibration D/L value uncertainty (±1σ),Calibration age (ka),Calibration age (ka) uncertainty (±1σ),Independent age choice,Independent age method,Independent age laboratory,Independent age laboratory ID,Independent age result,Independent age reference,U-Series age constraint,ESR age constraint,Luminescence age constraint,Stratigraphic age constraint,Record created by,Record updated by,Last Update
182,1,"Hearty, 1987b
 Cerrone et al., 2021",,HE87-021,HE87-021-001,Son Grauet 2,,,Marine mollusk shell,Arca,,No,,,,,,unknown,Yes,,,,39.497035,2.745646,Yes,, ,1.2,N/A,N/A,N/A,,Equal to,MIS 5e,,,,,,IEC HPLC,,9,,,,1-sigma,,,,,,,,,,,0.270,0.020,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alessio Rovere,,2020-06-24 10:03:28
183,1,"Hearty, 1987b
 Cerrone et al., 2021",,HE87-022,HE87-022-001,Cala Pi,,,Marine mollusk shell,Arca,,No,,,,,,unknown,Yes,,,,39.364069,2.835928,Yes,, ,3.5,N/A,N/A,N/A,,Equal to,MIS 5e,Aminozone E,,,,,IEC HPLC,,2,,,,1-sigma,,,,,,,,,,,0.270,0.010,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alessio Rovere,,2020-06-24 12:03:47
184,1,"Hearty, 1987b
 Cerrone et al., 2021",,HE87-023,HE87-023-001,S'estalella,,,Marine mollusk shell,Arca,,No,,,,,,unknown,Yes,,,,39.358766,2.901977,Yes,, ,5,N/A,N/A,N/A,,Equal to,MIS 5e,Aminozone E,,,,,IEC HPLC,,2,,,,1-sigma,,,,,,,,,,,0.340,0.020,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alessio Rovere,,2020-06-24 12:17:09
185,1,"Hearty, 1987b
 Cerrone et al., 2021",,HE87-024,HE87-024-001,S'Illot,,,Marine mollusk shell,Glycymeris,,No,,,,,,unknown,Yes,,,,39.559270,3.374083,Yes,, ,6,N/A,N/A,N/A,,Equal to,MIS 5e,Aminozone E,,,,,IEC HPLC,,3,,,,1-sigma,,,,,,,,,,,0.390,0.050,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alessio Rovere,,2020-06-24 12:24:15
186,1,"Hearty, 1987b
 Cerrone et al., 2021",,HE87-025,HE87-025-001,Canyamel,,,Marine mollusk shell,Glycymeris,,No,,,,,,unknown,Yes,,,,39.653735,3.439101,Yes,, ,3,N/A,N/A,N/A,,Equal to,MIS 5e,Aminozone E,,,,,IEC HPLC,,4,,,,1-sigma,,,,,,,,,,,0.380,0.030,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alessio Rovere,,2020-06-24 12:31:41
115,1,"Cerrone et al., 2021
 Hearty and Dai Pra, 1992 Journal of Coastal Research",,HE92-001,HE92-001-001,Site No 1,,,marine shells,Glicymeris,in situ,No,,,,,,unknown,Yes,,,,40.139879,16.651067,Yes,Mean Sea Level / General definition,Topographic map and digital elevation models,43,N/A,N/A,N/A,,Equal to,MIS 5a,,,,,,unknown,,6,,,,1-sigma,,,,,,,,,,,0.290,0.020,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ciro Cerrone,Ciro Cerrone,2021-06-24 08:03:53
120,1,"Dai Pra & Hearty, 1988
 Hearty and Dai Pra, 1992 Journal of Coastal Research
 Cerrone et al., 2021",,HE92-002,HE92-002-001,Site No 2,,,marine shells,Glicymeris,in situ,No,,,,,,unknown,Yes,,,,40.515244,16.938602,Yes,Mean Sea Level / General definition,Topographic map and digital elevation models,24,N/A,N/A,N/A,,Equal to,MIS 5e,,,,,,unknown,,3,,,,1-sigma,,,,,,,,,,,0.430,0.030,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ciro Cerrone,Ciro Cerrone,2020-10-19 10:22:41
122,1,"Cerrone et al., 2021
 Hearty and Dai Pra, 1992 Journal of Coastal Research",,HE92-002,HE92-002-002,Site No 2,,,marine shells,Anadara diluvii,in situ,No,,,,,,unknown,Yes,,,,40.515244,16.938602,Yes,Mean Sea Level / General definition,Topographic map and digital elevation models,24,N/A,N/A,N/A,,Equal to,MIS 5e,,,,,,unknown,,2,,,,1-sigma,,,,,,,,,,,0.410,0.020,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ciro Cerrone,Ciro Cerrone,2021-06-24 07:46:26
502,1,"Cerrone et al., 2021
 Hearty and Dai Pra, 1992 Journal of Coastal Research",,HE92-002,HE92-002-003,Site No 2,,,marine shells,Arca,in situ,No,,,,,,unknown,Yes,,,,40.515244,16.938602,Yes,Mean Sea Level / General definition,Topographic map and digital elevation models,24,N/A,N/A,N/A,,Equal to,MIS 5e,,,,,,unknown,,,,,,1-sigma,,,,,,,,,,,0.330,0.020,,,,No,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ciro Cerrone,Ciro Cerrone,2021-06-24 07:45:42
247,1,"Hearty and Kaufmann, 2000
 Thompson and Creveling, 2021",,HK00-001,HK00-001-001,Hearty and Kaufman Unnamed Sample ,,,Whole Rock,,,Yes,,,,,,Not reported,Yes,,,,25.0090818,-76.3780482,No,, ,,,,,,Equal to ,MIS 5a,,,,,,Not reported,,5,,,,,,,,,,,,,,,0.29,0.03,,,This value is reported as the mean of multiple unlisted samples for this location. The age of this sample was calibrated using the apparent parabolic kinetic (APK) model described by Mitterer and Kriausakul (1989).,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:20:13
224,1,"Hanson et al., 1992
 Thompson and Creveling, 2021",,HN92-001,HN92-001-001,KIK-44,,,Fossiliferous pebble conglomerate,,,No,,,,,,,Yes,,,,35.1758609,-120.7160281,Yes ,Mean Sea Level / General definition, ,,,,,,Equal to,MIS 5a,,75,15,,,,,,,,,,,,,,,,,,,,,,,,,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:20:13
225,1,"Hanson et al., 1992
 Thompson and Creveling, 2021",,HN92-002,HN92-002-001,LM-74,,,Fossiliferous pebble conglomerate,,,No,,,,,,,Yes,,,,35.2329322,-120.862626,Yes ,Mean Sea Level / General definition, ,,,,,,Equal to,MIS 5a,,75,15,,,,,,,,,,,,,,,,,,,,,,,,,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:20:13
250,1,"Harmon et al., 1983
 Thompson and Creveling, 2021",,HR83-001,HR83-001-001,Harmon 83 Unnamed sample 1,,,Snail,Poecilozonites,,No,,,,,,Not reported,Yes,,,,32.390733,-64.674732,,, ,,,,,,Equal to,MIS 5a,,,,,,Not reported,,,,,,,,,,,,,,,,,0.38,,,,This age is reported as a mean of multiple dates.,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:20:13
251,1,"Harmon et al., 1983
 Thompson and Creveling, 2021",,HR83-002,HR83-002-001,Harmon 83 Unnamed sample 2,,,Snail,Poecilozonites,,No,,,,,,Not reported,Yes,,,,32.390733,-64.674732,,, ,,,,,,Equal to,MIS 5c,,,,,,Not reported,,,,,,,,,,,,,,,,,0.46,,,,This age is reported as a mean of multiple dates.,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:20:13
252,1,"Hearty et al., 1992
 Thompson and Creveling, 2021",,HR92-001,HR92-001-001,HR92 Southmapton eolianite peocil,,,Snail,Poecilozonites,,No,,,,,,Not reported,Yes,,,,32.390733,-64.674732,,, ,,,,,,Equal to,"MIS 5a,MIS 5c",,,,,,Not reported,,,,,,,,,,,,,,,,,0.4,0.4,,,This age is reported as a mean of multiple dates.,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:20:13
253,1,"Hearty et al., 1992
 Thompson and Creveling, 2021",,HR92-002,HR92-002-001,HR92 Southmapton eolianite WR,,,Whole Rock,,,Yes,,,,,,Not reported,Yes,,,,32.390733,-64.674732,,, ,,,,,,Equal to,"MIS 5a,MIS 5c",,,,,,Not reported,,,,,,,,,,,,,,,,,0.21,0.01,,,This age is reported as a mean of multiple dates.,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:20:13
254,1,"Hearty et al., 1992
 Thompson and Creveling, 2021",,HR92-003,HR92-003-001,HR92 Southampton marine GLY,,,Marine Shell,Glycymeris,,No,,,,,,Not reported,Yes,,,,32.390733,-64.674732,,, ,,,,,,Equal to,MIS 5a,,,,,,Not reported,,,,,,,,,,,,,,,,,0.42,0.04,,,This age is reported as a mean of multiple dates.,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:20:13
255,1,"Hearty et al., 1992
 Thompson and Creveling, 2021",,HR92-004,HR92-004-001,HR92 Southampton marine WR,,,Whole Rock,,,Yes,,,,,,Not reported,Yes,,,,32.390733,-64.674732,,, ,,,,,,Equal to,MIS 5a,,,,,,Not reported,,,,,,,,,,,,,,,,,0.25,,,,This age is reported as a mean of multiple dates.,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:20:13
256,1,"Hearty et al., 1992
 Thompson and Creveling, 2021",,HR92-005,HR92-005-001,HR92 Rocky Bay Pembroke WR,,,Whole Rock,,,Yes,,,,,,Not reported,Yes,,,,32.390733,-64.674732,,, ,,,,,,Equal to,MIS 5,,,,,,Not reported,,,,,,,,,,,,,,,,,0.29,0.03,,,This age is reported as a mean of multiple dates.,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:20:13
197,1,"Hsu et al., 1989
 Freisleben et al., 2021",,HS89-001,HS89-001-001,X1,,,marine mollusk shells,Protothaca and Mulinia,,No,,,,,,>1,Yes,,,,-29.958333,-71.345000,,, ,22,N/A,N/A,N/A,,Equal to,MIS 5e,,,,,,High-pressure liquid chromatography,,,,,,1-sigma,,,,,,,,,,,0.383,0.031,,,,No,Yes,No,N/A,,,,,,,,,,,,,,,,ESR ages from Radtke (1987) were used for calibration ,,,,,,,,,,,,,,,,,,,Roland Freisleben,Roland Freisleben,2020-09-22 11:17:22
198,1,"Hsu et al., 1989
 Freisleben et al., 2021",,HS89-002,HS89-002-001,PII2a,,,marine mollusk shell,Protothaca and Mulinia,,No,,,,,,>1,Yes,,,,-17.550000,-71.365361,,, ,25,N/A,N/A,N/A,,Equal to,MIS 5e,,,,,,High-pressure liquid chromatography,,,,,,1-sigma,,,,,,,,,,,0.441,0.023,,,,No,Yes,No,N/A,,,,,,,,,,,,,,,,ESR ages from Radtke (1987) were used for calibration,,,,,,,,,,,,,,,,,,,Roland Freisleben,,2020-09-22 11:24:23
442,1,"Ingòlfsson et al 1995
 Mangerud et al., 1998",,IN95-001,IN95-001-001,BAL-2529,,Bergen amino acid laboratory,mollusc shell,Mya trucata,,No,,,,samples from scree were regarded as being less reliable than those in situ as they might have been exposed to warmer temperatures.,from scree,1,Yes,,,,78.900000,28.130000,Yes,Mean Sea Level / General definition,Theodolite and rod,N/A,N/A,57.5,2.7,"The elevation range taken from a diagram from the paper. Elevations were determined either by a AIR-HB-1A electronic altimeter or through leveling by theodolite. Unit D for section 15-30C occurs between 55-60 m. The elevation is taken to be the midpoint of this range, and the uncertainty adds an extra 1 m to account for uncertainties in the elevation measurement.",Older than,MIS 2,"Two interpretations for this unit have been given, based on correlation of AAR values with other sites in Svalbard. The original interpretation by Ingolsson et al (1995) was MIS 5e, while Mangerud et al (1998) assigned a Middle Weicheselian age (MIS 3). The later interpretation is based on the assumption that Kongsoya was glaciated for a longer period of time, and therefore exposed to warmer temperatures than eastern Svalbard sites, allowing for more epimerization. Radiocarbon dates from this unit were non-finite.",,,,Follows procedure described by Miller et al (1983),unknown,,,,,,1-sigma,,,,,,,,,,,0.039,0.006,,,,No,No,Yes,N/A,,,,,,,,,,,0.243,0.072,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,,2021-04-06 15:08:22
443,1,"Ingòlfsson et al 1995
 Mangerud et al., 1998",,IN95-002,IN95-002-001,BAL-2612,,Bergen amino acid laboratory,mollusc shell,Hiatella arctica,,No,,,,samples from scree were regarded as being less reliable than those in situ as they might have been exposed to warmer temperatures.,from scree,1,Yes,,,,78.900000,28.130000,Yes,Mean Sea Level / General definition,Theodolite and rod,N/A,N/A,57.5,2.7,"The elevation range taken from a diagram from the paper. Elevations were determined either by a AIR-HB-1A electronic altimeter or through leveling by theodolite. Unit D for section 15-30C occurs between 55-60 m. The elevation is taken to be the midpoint of this range, and the uncertainty adds an extra 1 m to account for uncertainties in the elevation measurement.",Older than,MIS 2,"Two interpretations for this unit have been given, based on correlation of AAR values with other sites in Svalbard. The original interpretation by Ingolsson et al (1995) was MIS 5e, while Mangerud et al (1998) assigned a Middle Weicheselian age (MIS 3). The later interpretation is based on the assumption that Kongsoya was glaciated for a longer period of time, and therefore exposed to warmer temperatures than eastern Svalbard sites, allowing for more epimerization. Radiocarbon dates from this unit were non-finite.",,,,Follows procedure described by Miller et al (1983),unknown,,,,,,1-sigma,,,,,,,,,,,0.049,0.001,,,,No,No,Yes,1-sigma,,,,,,,,,,,0.233,0.009,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,,2021-04-06 15:22:25
444,1,"Ingòlfsson et al 1995
 Mangerud et al., 1998",,IN95-003,IN95-003-001,BAL-2613,,Bergen amino acid laboratory,mollusc shell,Mya truncata,,No,,,,samples from scree were regarded as being less reliable than those in situ as they might have been exposed to warmer temperatures.,from scree,1,Yes,,,,78.900000,28.130000,Yes,Mean Sea Level / General definition,Theodolite and rod,N/A,N/A,57.5,2.7,"The elevation range taken from a diagram from the paper. Elevations were determined either by a AIR-HB-1A electronic altimeter or through leveling by theodolite. Unit D for section 15-30C occurs between 55-60 m. The elevation is taken to be the midpoint of this range, and the uncertainty adds an extra 1 m to account for uncertainties in the elevation measurement.",Older than,MIS 2,"Two interpretations for this unit have been given, based on correlation of AAR values with other sites in Svalbard. The original interpretation by Ingolsson et al (1995) was MIS 5e, while Mangerud et al (1998) assigned a Middle Weicheselian age (MIS 3). The later interpretation is based on the assumption that Kongsoya was glaciated for a longer period of time, and therefore exposed to warmer temperatures than eastern Svalbard sites, allowing for more epimerization. Radiocarbon dates from this unit were non-finite.",,,,Follows procedure described by Miller et al (1983),unknown,,,,,,1-sigma,,,,,,,,,,,0.050,0.004,,,,No,No,Yes,1-sigma,,,,,,,,,,,0.303,0.022,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,,2021-04-06 15:23:37
445,1,"Ingòlfsson et al 1995
 Mangerud et al., 1998",,IN95-004,IN95-004-001,BAL-3073,,Bergen amino acid laboratory,mollusc shell,Mya truncata,,No,,,,samples from scree were regarded as being less reliable than those in situ as they might have been exposed to warmer temperatures.,in situ,1,Yes,,,,78.900000,28.130000,Yes,Mean Sea Level / General definition,Theodolite and rod,N/A,N/A,57.5,2.7,"The elevation range taken from a diagram from the paper. Elevations were determined either by a AIR-HB-1A electronic altimeter or through leveling by theodolite. Unit D for section 15-30C occurs between 55-60 m. The elevation is taken to be the midpoint of this range, and the uncertainty adds an extra 1 m to account for uncertainties in the elevation measurement.",Older than,MIS 2,"Two interpretations for this unit have been given, based on correlation of AAR values with other sites in Svalbard. The original interpretation by Ingolsson et al (1995) was MIS 5e, while Mangerud et al (1998) assigned a Middle Weicheselian age (MIS 3). The later interpretation is based on the assumption that Kongsoya was glaciated for a longer period of time, and therefore exposed to warmer temperatures than eastern Svalbard sites, allowing for more epimerization. Radiocarbon dates from this unit were non-finite.",,,,Follows procedure described by Miller et al (1983),unknown,,,,,,1-sigma,,,,,,,,,,,0.029,0.004,,,,No,No,Yes,1-sigma,,,,,,,,,,,0.199,0.014,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,,2021-04-06 15:24:58
446,1,"Ingòlfsson et al 1995
 Mangerud et al., 1998",,IN95-005,IN95-005-001,BAL-2575,,Bergen amino acid laboratory,mollusc shell,Hiatella arctica,,No,,,,samples from scree were regarded as being less reliable than those in situ as they might have been exposed to warmer temperatures.,from scree,8,Yes,,,,78.900000,28.130000,Yes,Mean Sea Level / General definition,Theodolite and rod,N/A,N/A,79.5,3.6,"The elevation range taken from a diagram from the paper. Elevations were determined either by a AIR-HB-1A electronic altimeter or through leveling by theodolite. Unit D for section 15-31 occurs between 76-83 m. The elevation is taken to be the midpoint of this range, and the uncertainty adds an extra 1 m to account for uncertainties in the elevation measurement.",Older than,MIS 2,"Two interpretations for this unit have been given, based on correlation of AAR values with other sites in Svalbard. The original interpretation by Ingolsson et al (1995) was MIS 5e, while Mangerud et al (1998) assigned a Middle Weicheselian age (MIS 3). The later interpretation is based on the assumption that Kongsoya was glaciated for a longer period of time, and therefore exposed to warmer temperatures than eastern Svalbard sites, allowing for more epimerization. Radiocarbon dates from this unit were non-finite.",,,,Follows procedure described by Miller et al (1983),unknown,,,,,,1-sigma,,,,,,,,,,,0.056,0.005,,,,No,No,Yes,1-sigma,,,,,,,,,,,0.229,0.028,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,,2021-04-06 15:30:04
447,1,"Ingòlfsson et al 1995
 Mangerud et al., 1998",,IN95-006,IN95-006-001,BAL-2610,,Bergen amino acid laboratory,mollusc shell,Hiatella arctica,,No,,,,samples from scree were regarded as being less reliable than those in situ as they might have been exposed to warmer temperatures.,from scree,8,Yes,,,,78.900000,28.130000,Yes,Mean Sea Level / General definition,Theodolite and rod,N/A,N/A,79.5,3.6,"The elevation range taken from a diagram from the paper. Elevations were determined either by a AIR-HB-1A electronic altimeter or through leveling by theodolite. Unit D for section 15-31 occurs between 76-83 m. The elevation is taken to be the midpoint of this range, and the uncertainty adds an extra 1 m to account for uncertainties in the elevation measurement.",Older than,MIS 2,"Two interpretations for this unit have been given, based on correlation of AAR values with other sites in Svalbard. The original interpretation by Ingolsson et al (1995) was MIS 5e, while Mangerud et al (1998) assigned a Middle Weicheselian age (MIS 3). The later interpretation is based on the assumption that Kongsoya was glaciated for a longer period of time, and therefore exposed to warmer temperatures than eastern Svalbard sites, allowing for more epimerization. Radiocarbon dates from this unit were non-finite.",,,,Follows procedure described by Miller et al (1983),unknown,,,,,,1-sigma,,,,,,,,,,,0.035,0.000,,,,No,No,Yes,1-sigma,,,,,,,,,,,0.207,0.069,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,,2021-04-06 15:31:05
448,1,"Ingòlfsson et al 1995
 Mangerud et al., 1998",,IN95-007,IN95-007-001,BAL-2611,,Bergen amino acid laboratory,mollusc shell,Hiatella arctica,,No,,,,samples from scree were regarded as being less reliable than those in situ as they might have been exposed to warmer temperatures.,from scree,8,Yes,,,,78.900000,28.130000,Yes,Mean Sea Level / General definition,Theodolite and rod,N/A,N/A,79.5,3.6,"The elevation range taken from a diagram from the paper. Elevations were determined either by a AIR-HB-1A electronic altimeter or through leveling by theodolite. Unit D for section 15-31 occurs between 76-83 m. The elevation is taken to be the midpoint of this range, and the uncertainty adds an extra 1 m to account for uncertainties in the elevation measurement.",Older than,MIS 2,"Two interpretations for this unit have been given, based on correlation of AAR values with other sites in Svalbard. The original interpretation by Ingolsson et al (1995) was MIS 5e, while Mangerud et al (1998) assigned a Middle Weicheselian age (MIS 3). The later interpretation is based on the assumption that Kongsoya was glaciated for a longer period of time, and therefore exposed to warmer temperatures than eastern Svalbard sites, allowing for more epimerization. Radiocarbon dates from this unit were non-finite.",,,,Follows procedure described by Miller et al (1983),unknown,,,,,,1-sigma,,,,,,,,,,,0.044,0.001,,,,No,No,Yes,1-sigma,,,,,,,,,,,0.192,0.019,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,,2021-04-06 15:31:59
449,1,"Ingòlfsson et al 1995
 Mangerud et al., 1998",,IN95-008,IN95-008-001,BAL-3074,,Bergen amino acid laboratory,mollusc shell,Mya truncata,,No,,,,samples from scree were regarded as being less reliable than those in situ as they might have been exposed to warmer temperatures.,in situ,8,Yes,,,,78.900000,28.130000,Yes,Mean Sea Level / General definition,Theodolite and rod,N/A,N/A,79.5,3.6,"The elevation range taken from a diagram from the paper. Elevations were determined either by a AIR-HB-1A electronic altimeter or through leveling by theodolite. Unit D for section 15-31 occurs between 76-83 m. The elevation is taken to be the midpoint of this range, and the uncertainty adds an extra 1 m to account for uncertainties in the elevation measurement.",Older than,MIS 2,"Two interpretations for this unit have been given, based on correlation of AAR values with other sites in Svalbard. The original interpretation by Ingolsson et al (1995) was MIS 5e, while Mangerud et al (1998) assigned a Middle Weicheselian age (MIS 3). The later interpretation is based on the assumption that Kongsoya was glaciated for a longer period of time, and therefore exposed to warmer temperatures than eastern Svalbard sites, allowing for more epimerization. Radiocarbon dates from this unit were non-finite.",,,,Follows procedure described by Miller et al (1983),unknown,,,,,,1-sigma,,,,,,,,,,,0.034,0.001,,,,No,No,Yes,1-sigma,,,,,,,,,,,0.188,0.015,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,Evan Gowan,2021-04-06 15:37:06
450,1,"Ingòlfsson et al 1995
 Mangerud et al., 1998",,IN95-009,IN95-009-001,BAL-3072,,Bergen amino acid laboratory,mollusc shell,Mya truncata,,No,,,,samples from scree were regarded as being less reliable than those in situ as they might have been exposed to warmer temperatures.,not in situ,0,Yes,,,,78.900000,28.130000,Yes,Mean Sea Level / General definition,Theodolite and rod,N/A,N/A,78,1.4,"The elevation range taken from a diagram from the paper. Elevations were determined either by a AIR-HB-1A electronic altimeter or through leveling by theodolite. Unit D for section 14-03 occurs between 77-79 m. The elevation is taken to be the midpoint of this range, and the uncertainty adds an extra 1 m to account for uncertainties in the elevation measurement.",Older than,MIS 2,"Two interpretations for this unit have been given, based on correlation of AAR values with other sites in Svalbard. The original interpretation by Ingolsson et al (1995) was MIS 5e, while Mangerud et al (1998) assigned a Middle Weicheselian age (MIS 3). The later interpretation is based on the assumption that Kongsoya was glaciated for a longer period of time, and therefore exposed to warmer temperatures than eastern Svalbard sites, allowing for more epimerization. Radiocarbon dates from this unit were non-finite.",,,,Follows procedure described by Miller et al (1983),unknown,,,,,,1-sigma,,,,,,,,,,,0.043,0.003,,,,No,No,Yes,1-sigma,,,,,,,,,,,0.194,0.006,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,,2021-04-06 15:36:33
451,1,"Ingòlfsson et al 1995
 Mangerud et al., 1998",,IN95-010,IN95-010-001,BAL-2530,,Bergen amino acid laboratory,mollusc shell,Mya truncata,,No,,,,samples from scree were regarded as being less reliable than those in situ as they might have been exposed to warmer temperatures.,not in situ,1,Yes,,,,78.900000,28.130000,Yes,Mean Sea Level / General definition,Theodolite and rod,N/A,N/A,63.5,1.1,"The elevation range taken from a diagram from the paper. Elevations were determined either by a AIR-HB-1A electronic altimeter or through leveling by theodolite. Unit B for section 15-30B occurs between 63-64 m. The elevation is taken to be the midpoint of this range, and the uncertainty adds an extra 1 m to account for uncertainties in the elevation measurement.",Older than,MIS 4,"Two interpretations for this unit have been given, based on correlation of AAR values with other sites in Svalbard. The original interpretation by Ingolsson et al (1995) was older than MIS 5e, while Mangerud et al (1998) assigned an Eemian or early Weichselian age (MIS 5e). The later interpretation is based on the assumption that Kongsoya was glaciated for a longer period of time, and therefore exposed to warmer temperatures than eastern Svalbard sites, allowing for more epimerization. Radiocarbon dates from this unit were non-finite.",,,,Follows procedure described by Miller et al (1983),unknown,,,,,,1-sigma,,,,,,,,,,,0.085,0.008,,,,No,No,Yes,1-sigma,,,,,,,,,,,0.372,0.025,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,,2021-04-06 15:42:38
452,1,"Ingòlfsson et al 1995
 Mangerud et al., 1998",,IN95-011,IN95-011-001,BAL-2531,,Bergen amino acid laboratory,mollusc shell,Hiatella arctica,,No,,,,samples from scree were regarded as being less reliable than those in situ as they might have been exposed to warmer temperatures.,not in situ,1,Yes,,,,78.900000,28.130000,Yes,Mean Sea Level / General definition,Theodolite and rod,N/A,N/A,63.5,1.1,"The elevation range taken from a diagram from the paper. Elevations were determined either by a AIR-HB-1A electronic altimeter or through leveling by theodolite. Unit B for section 15-30B occurs between 63-64 m. The elevation is taken to be the midpoint of this range, and the uncertainty adds an extra 1 m to account for uncertainties in the elevation measurement.",Older than,MIS 4,"Two interpretations for this unit have been given, based on correlation of AAR values with other sites in Svalbard. The original interpretation by Ingolsson et al (1995) was older than MIS 5e, while Mangerud et al (1998) assigned an Eemian or early Weichselian age (MIS 5e). The later interpretation is based on the assumption that Kongsoya was glaciated for a longer period of time, and therefore exposed to warmer temperatures than eastern Svalbard sites, allowing for more epimerization. Radiocarbon dates from this unit were non-finite.",,,,Follows procedure described by Miller et al (1983),unknown,,,,,,1-sigma,,,,,,,,,,,0.074,0.006,,,,No,No,Yes,1-sigma,,,,,,,,,,,0.425,0.008,,,,,,,,,,,,,,,,,,,,,,,Evan Gowan,,2021-04-06 15:43:49
